index,id,release_date,production_budget,worldwide_gross,genre_ids
The Last Stand,74,2013,30000000,48330757,Thriller
The Last Witch Hunter,96,2015,80000000,130818912,Fantasy
The Last Witch Hunter,96,2015,80000000,130818912,Action
The Last Witch Hunter,96,2015,80000000,130818912,Adventure
The Last Witch Hunter,96,2015,80000000,130818912,Science Fiction
The Last Witch Hunter,96,2015,80000000,130818912,Fantasy
The Last Witch Hunter,96,2015,80000000,130818912,Action
The Last Witch Hunter,96,2015,80000000,130818912,Adventure
The Last Witch Hunter,96,2015,80000000,130818912,Science Fiction
The Lazarus Effect,76,2015,5000000,38359310,Thriller
The Lazarus Effect,76,2015,5000000,38359310,Horror
The Legend of Hercules,42,2014,70000000,58953319,Action
The Legend of Hercules,42,2014,70000000,58953319,Adventure
The Legend of Tarzan,88,2016,180000000,348902025,Action
The Legend of Tarzan,88,2016,180000000,348902025,Adventure
The Lego Batman Movie,41,2017,80000000,310660018,Action
The Lego Batman Movie,41,2017,80000000,310660018,Animation
The Lego Batman Movie,41,2017,80000000,310660018,Comedy
The Lego Batman Movie,41,2017,80000000,310660018,Family
The Lego Batman Movie,41,2017,80000000,310660018,Fantasy
The Lego Movie,44,2014,60000000,457729388,Adventure
The Lego Movie,44,2014,60000000,457729388,Animation
The Lego Movie,44,2014,60000000,457729388,Comedy
The Lego Movie,44,2014,60000000,457729388,Family
The Lego Movie,44,2014,60000000,457729388,Fantasy
The Lego Ninjago Movie,20,2017,70000000,122737201,Action
The Lego Ninjago Movie,20,2017,70000000,122737201,Animation
The Lego Ninjago Movie,20,2017,70000000,122737201,Adventure
The Lego Ninjago Movie,20,2017,70000000,122737201,Family
The Light Between Oceans,34,2016,20000000,22281732,Drama
The Light Between Oceans,34,2016,20000000,22281732,Romance
The Lincoln Lawyer,25,2011,40000000,87145086,Crime
The Lincoln Lawyer,25,2011,40000000,87145086,Drama
The Lincoln Lawyer,25,2011,40000000,87145086,Thriller
The Lion King,9,1994,79300000,986214868,Family
The Lion King,9,1994,79300000,986214868,Animation
The Lion King,9,1994,79300000,986214868,Drama
The Lion of Judah,12,2011,1500000,0,Adventure
The Lion of Judah,12,2011,1500000,0,Animation
The Lion of Judah,12,2011,1500000,0,Comedy
The Lion of Judah,12,2011,1500000,0,Family
The Little Prince,19,2016,77500000,102028919,Adventure
The Little Prince,19,2016,77500000,102028919,Animation
The Little Prince,19,2016,77500000,102028919,Fantasy
The Little Prince,19,2016,77500000,102028919,Family
The Lobster,32,2016,4500000,18019834,Thriller
The Lobster,32,2016,4500000,18019834,Comedy
The Lobster,32,2016,4500000,18019834,Drama
The Lobster,32,2016,4500000,18019834,Romance
The Lobster,32,2016,4500000,18019834,Science Fiction
The Lobster,32,2016,4500000,18019834,Thriller
The Lobster,32,2016,4500000,18019834,Comedy
The Lobster,32,2016,4500000,18019834,Drama
The Lobster,32,2016,4500000,18019834,Romance
The Lobster,32,2016,4500000,18019834,Science Fiction
The Lone Ranger,13,2013,275000000,260002115,Action
The Lone Ranger,13,2013,275000000,260002115,Adventure
The Lone Ranger,13,2013,275000000,260002115,Western
The Longest Ride,61,2015,34000000,63802928,Drama
The Longest Ride,61,2015,34000000,63802928,Romance
The Lords of Salem,84,2013,1500000,1541131,Horror
The Lords of Salem,84,2013,1500000,1541131,Thriller
The Losers,44,2010,25000000,29863840,Action
The Losers,44,2010,25000000,29863840,Adventure
The Losers,44,2010,25000000,29863840,Crime
The Losers,44,2010,25000000,29863840,Mystery
The Losers,44,2010,25000000,29863840,Thriller
The Lost City of Z,82,2017,30000000,17121823,Adventure
The Lost City of Z,82,2017,30000000,17121823,Drama
The Lost City of Z,82,2017,30000000,17121823,History
The Lost City of Z,82,2017,30000000,17121823,Adventure
The Lost City of Z,82,2017,30000000,17121823,Drama
The Lost City of Z,82,2017,30000000,17121823,History
The Lost Medallion: The Adventures of Billy Stone,31,2013,2500000,549632,Adventure
The Lost Medallion: The Adventures of Billy Stone,31,2013,2500000,549632,Family
The Lovely Bones,22,2009,95000000,94894448,Fantasy
The Lovely Bones,22,2009,95000000,94894448,Drama
The Lovers,56,2015,35000000,53899,Action
The Lovers,56,2015,35000000,53899,Adventure
The Lovers,56,2015,35000000,53899,Science Fiction
The Lovers,56,2015,35000000,53899,Romance
The Lovers,56,2015,35000000,53899,Comedy
The Lucky One,87,2012,25000000,96633833,Drama
The Lucky One,87,2012,25000000,96633833,Romance
The Lunchbox,42,2014,1700000,12231500,Drama
The Lunchbox,42,2014,1700000,12231500,Romance
The Magic Flute,18,2006,27000000,0,Music
The Magic Flute,18,2006,27000000,0,Comedy
The Magic Flute,18,2006,27000000,0,Fantasy
The Magnificent Seven,55,2016,90000000,162525156,Adventure
The Magnificent Seven,55,2016,90000000,162525156,Action
The Magnificent Seven,55,2016,90000000,162525156,Western
The Maid's Room,18,2014,600000,0,Thriller
The Maid's Room,18,2014,600000,0,Thriller
The Man Who Knew Infinity,67,2016,10000000,12382122,Drama
The Man with the Iron Fists,79,2012,15000000,22018988,Action
The Martian,46,2015,108000000,655271443,Drama
The Martian,46,2015,108000000,655271443,Adventure
The Martian,46,2015,108000000,655271443,Science Fiction
The Martian,46,2015,108000000,655271443,Drama
The Martian,46,2015,108000000,655271443,Adventure
The Martian,46,2015,108000000,655271443,Science Fiction
The Masked Saint,19,2016,3500000,182695,Crime
The Masked Saint,19,2016,3500000,182695,Action
The Master,87,2012,37500000,50647416,Drama
The Maze Runner,60,2014,34000000,348319861,Action
The Maze Runner,60,2014,34000000,348319861,Mystery
The Maze Runner,60,2014,34000000,348319861,Science Fiction
The Maze Runner,60,2014,34000000,348319861,Thriller
The Mechanic,42,2011,42500000,76347393,Action
The Mechanic,42,2011,42500000,76347393,Thriller
The Mechanic,42,2011,42500000,76347393,Crime
The Meddler,58,2016,3200000,5526942,Comedy
The Meddler,58,2016,3200000,5526942,Drama
The Meg,94,2018,178000000,529530715,Action
The Meg,94,2018,178000000,529530715,Science Fiction
The Meg,94,2018,178000000,529530715,Thriller
The Meg,94,2018,178000000,529530715,Horror
The Messenger,1,2009,6500000,1744952,Documentary
The Monuments Men,14,2014,70000000,158702748,War
The Monuments Men,14,2014,70000000,158702748,Drama
The Monuments Men,14,2014,70000000,158702748,History
The Monuments Men,14,2014,70000000,158702748,Action
The Mortal Instruments: City of Bones,26,2013,60000000,75965567,Action
The Mortal Instruments: City of Bones,26,2013,60000000,75965567,Adventure
The Mortal Instruments: City of Bones,26,2013,60000000,75965567,Drama
The Mortal Instruments: City of Bones,26,2013,60000000,75965567,Mystery
The Mortal Instruments: City of Bones,26,2013,60000000,75965567,Romance
The Mortal Instruments: City of Bones,26,2013,60000000,75965567,Fantasy
The Mule,100,2018,50000000,170857676,Crime
The Mule,100,2018,50000000,170857676,Comedy
The Mule,100,2018,50000000,170857676,Crime
The Mule,100,2018,50000000,170857676,Drama
The Mule,100,2018,50000000,170857676,Thriller
The Mummy,65,2017,195000000,409953905,Fantasy
The Mummy,65,2017,195000000,409953905,Thriller
The Mummy,65,2017,195000000,409953905,Action
The Mummy,65,2017,195000000,409953905,Adventure
The Mummy,65,2017,195000000,409953905,Horror
The Mummy,44,1999,80000000,416385488,Fantasy
The Mummy,44,1999,80000000,416385488,Thriller
The Mummy,44,1999,80000000,416385488,Action
The Mummy,44,1999,80000000,416385488,Adventure
The Mummy,44,1999,80000000,416385488,Horror
The Muppets,64,2011,45000000,160971922,Comedy
The Muppets,64,2011,45000000,160971922,Family
The Muppets,64,2011,45000000,160971922,Music
The Neon Demon,68,2016,7500000,3559803,Thriller
The Neon Demon,68,2016,7500000,3559803,Horror
The Neon Demon,68,2016,7500000,3559803,Mystery
The Next Three Days,49,2010,30000000,67255916,Romance
The Next Three Days,49,2010,30000000,67255916,Drama
The Next Three Days,49,2010,30000000,67255916,Thriller
The Next Three Days,49,2010,30000000,67255916,Crime
The Nice Guys,56,2016,50000000,59596747,Comedy
The Nice Guys,56,2016,50000000,59596747,Crime
The Nice Guys,56,2016,50000000,59596747,Mystery
The Night Before,6,2015,25000000,52427346,Comedy
The Night Before,6,2015,25000000,52427346,Comedy
The Night Visitor,98,2015,100000,0,Horror
The November Man,61,2014,15000000,34820335,Crime
The November Man,61,2014,15000000,34820335,Action
The November Man,61,2014,15000000,34820335,Thriller
The Nut Job,72,2014,30000000,122529966,Animation
The Nut Job,72,2014,30000000,122529966,Comedy
The Nut Job,72,2014,30000000,122529966,Family
The Nut Job,72,2014,30000000,122529966,Adventure
The Nut Job 2: Nutty by Nature,81,2017,40000000,57438389,Family
The Nut Job 2: Nutty by Nature,81,2017,40000000,57438389,Animation
The Nut Job 2: Nutty by Nature,81,2017,40000000,57438389,Adventure
The Nut Job 2: Nutty by Nature,81,2017,40000000,57438389,Comedy
The Nutcracker and the Four Realms,35,2018,132900000,170293899,Fantasy
The Nutcracker and the Four Realms,35,2018,132900000,170293899,Adventure
The Nutcracker and the Four Realms,35,2018,132900000,170293899,Family
The Nutcracker in 3D,79,2010,90000000,20466016,Music
The Nutcracker in 3D,79,2010,90000000,20466016,Fantasy
The Nutcracker in 3D,79,2010,90000000,20466016,Action
The Nutcracker in 3D,79,2010,90000000,20466016,Family
The Odd Life of Timothy Green,36,2012,40000000,55249159,Fantasy
The Odd Life of Timothy Green,36,2012,40000000,55249159,Drama
The Odd Life of Timothy Green,36,2012,40000000,55249159,Comedy
The Odd Life of Timothy Green,36,2012,40000000,55249159,Family
The One,10,2001,49000000,72689126,Comedy
The One,10,2001,49000000,72689126,Drama
The One,10,2001,49000000,72689126,Romance
The Opposite Sex,48,2015,3300000,50206,Comedy
The Other Guys,74,2010,100000000,170936470,Action
The Other Guys,74,2010,100000000,170936470,Comedy
The Other Guys,74,2010,100000000,170936470,Crime
The Other Side of the Door,49,2016,5000000,12905107,Thriller
The Other Side of the Door,49,2016,5000000,12905107,Horror
The Other Woman,2,2014,40000000,195111193,Drama
The Other Woman,2,2014,40000000,195111193,Comedy
The Other Woman,2,2014,40000000,195111193,Romance
The Outrageous Sophie Tucker,77,2015,500000,0,Documentary
The Overnight,21,2015,200000,1165996,Mystery
The Overnight,21,2015,200000,1165996,Comedy
The Paperboy,37,2012,12500000,4027663,Thriller
The Paperboy,37,2012,12500000,4027663,Drama
The Paperboy,37,2012,12500000,4027663,Mystery
The Peanuts Movie,7,2015,99000000,250091610,Adventure
The Peanuts Movie,7,2015,99000000,250091610,Comedy
The Peanuts Movie,7,2015,99000000,250091610,Animation
The Peanuts Movie,7,2015,99000000,250091610,Family
The Peanuts Movie,7,2015,99000000,250091610,Adventure
The Peanuts Movie,7,2015,99000000,250091610,Comedy
The Peanuts Movie,7,2015,99000000,250091610,Animation
The Peanuts Movie,7,2015,99000000,250091610,Family
The Perfect Game,36,2010,12500000,3931367,Drama
The Perfect Game,36,2010,12500000,3931367,Family
The Perfect Guy,78,2015,18000000,60278166,Drama
The Perfect Guy,78,2015,18000000,60278166,Thriller
The Perfect Host,84,2011,1000000,51587,Comedy
The Perfect Host,84,2011,1000000,51587,Thriller
The Perfect Host,84,2011,1000000,51587,Crime
The Perfect Man,14,2005,10000000,19535005,Drama
The Perfect Man,14,2005,10000000,19535005,Comedy
The Perfect Man,14,2005,10000000,19535005,Romance
The Perfect Man,14,2005,10000000,19535005,Family
The Perfect Match,22,2016,5000000,10182050,Comedy
The Perfect Match,22,2016,5000000,10182050,Romance
The Perks of Being a Wallflower,77,2012,13000000,33069303,Drama
The Place Beyond the Pines,67,2013,15000000,47011449,Drama
The Place Beyond the Pines,67,2013,15000000,47011449,Crime
The Pledge,7,2001,45000000,29406132,Drama
The Possession,81,2012,14000000,82925064,Horror
The Possession,81,2012,14000000,82925064,Thriller
The Possession of Hannah Grace,37,2018,6000000,42785387,Horror
The Possession of Hannah Grace,37,2018,6000000,42785387,Drama
The Post,9,2017,50000000,179748880,Drama
The Post,9,2017,50000000,179748880,History
The Post,9,2017,50000000,179748880,Drama
The Post,9,2017,50000000,179748880,History
The Predator,84,2018,88000000,159487563,Science Fiction
The Predator,84,2018,88000000,159487563,Action
The Predator,84,2018,88000000,159487563,Thriller
The Predator,84,2018,88000000,159487563,Adventure
The Predator,84,2018,88000000,159487563,Horror
The Prince,53,2014,18000000,0,Thriller
The Prince,53,2014,18000000,0,Action
The Promise,78,2017,90000000,10551417,History
The Promise,78,2017,90000000,10551417,Romance
The Promise,78,2017,90000000,10551417,Drama
The Promise,78,2017,90000000,10551417,History
The Promise,78,2017,90000000,10551417,Romance
The Promise,78,2017,90000000,10551417,Drama
The Purge,67,2013,3000000,91266581,Science Fiction
The Purge,67,2013,3000000,91266581,Horror
The Purge,67,2013,3000000,91266581,Thriller
The Purge: Anarchy,71,2014,9000000,111534881,Horror
The Purge: Anarchy,71,2014,9000000,111534881,Thriller
The Purge: Election Year,42,2016,10000000,118514727,Action
The Purge: Election Year,42,2016,10000000,118514727,Horror
The Purge: Election Year,42,2016,10000000,118514727,Thriller
The Railway Man,33,2014,18000000,23910210,Drama
The Railway Man,33,2014,18000000,23910210,History
The Raven,45,2012,26000000,30601801,Horror
The Raven,45,2012,26000000,30601801,Action
The Raven,45,2012,26000000,30601801,Thriller
The Raven,45,2012,26000000,30601801,Science Fiction
The Raven,45,2012,26000000,30601801,Crime
The Raven,45,2012,26000000,30601801,Thriller
The Raven,45,2012,26000000,30601801,Mystery
The Reef,33,2010,10000000,15037867,Drama
The Reef,33,2010,10000000,15037867,Horror
The Reef,33,2010,10000000,15037867,Thriller
The Reluctant Fundamentalist,42,2013,15000000,528731,Thriller
The Resurrection of Gavin Stone,26,2017,2000000,2303792,Comedy
The Resurrection of Gavin Stone,26,2017,2000000,2303792,Drama
The Return,43,2004,15000000,5953886,Documentary
The Revenant,27,2015,135000000,532938302,Western
The Revenant,27,2015,135000000,532938302,Drama
The Revenant,27,2015,135000000,532938302,Adventure
The Revenant,27,2015,135000000,532938302,Western
The Revenant,27,2015,135000000,532938302,Drama
The Revenant,27,2015,135000000,532938302,Adventure
The Ridiculous 6,52,2015,60000000,0,Comedy
The Ridiculous 6,52,2015,60000000,0,Western
The Rise of the Krays,50,2016,2500000,0,Crime
The Rite,100,2011,37000000,97143987,Drama
The Rite,100,2011,37000000,97143987,Thriller
The Rite,100,2011,37000000,97143987,Horror
The Road,94,2009,25000000,29206732,Crime
The Road,94,2009,25000000,29206732,Horror
The Road,94,2009,25000000,29206732,Thriller
The Roommate,39,2011,16000000,52545707,Thriller
The Roommate,39,2011,16000000,52545707,Drama
The Roommate,39,2011,16000000,52545707,Horror
The Rover,47,2014,8500000,3180252,Crime
The Rover,47,2014,8500000,3180252,Drama
The Rum Diary,16,2011,45000000,21544732,Drama
The Rum Diary,16,2011,45000000,21544732,Comedy
The Runaways,57,2010,9500000,5278632,Drama
The Runaways,57,2010,9500000,5278632,Music
The Saint,68,1997,90000000,169400000,Action
The Saint,68,1997,90000000,169400000,Adventure
The Saint,68,1997,90000000,169400000,Crime
The Sapphires,3,2013,9000000,20395040,Comedy
The Sapphires,3,2013,9000000,20395040,Drama
The Second Best Exotic Marigold Hotel,73,2015,10000000,90384306,Drama
The Second Best Exotic Marigold Hotel,73,2015,10000000,90384306,Comedy
The Secret Life of Pets,26,2016,75000000,886750534,Adventure
The Secret Life of Pets,26,2016,75000000,886750534,Comedy
The Secret Life of Pets,26,2016,75000000,886750534,Animation
The Secret Life of Pets,26,2016,75000000,886750534,Family
The Secret Life of Walter Mitty,37,2013,91000000,187861183,Adventure
The Secret Life of Walter Mitty,37,2013,91000000,187861183,Comedy
The Secret Life of Walter Mitty,37,2013,91000000,187861183,Drama
The Secret Life of Walter Mitty,37,2013,91000000,187861183,Fantasy
The Sessions,33,2012,1000000,11495204,Drama
The Sessions,33,2012,1000000,11495204,Romance
The Sessions,33,2012,1000000,11495204,Comedy
The Shallows,54,2016,13000000,118763442,Horror
The Shallows,54,2016,13000000,118763442,Drama
The Shallows,54,2016,13000000,118763442,Thriller
The Shape of Water,19,2017,19500000,195790794,Drama
The Shape of Water,19,2017,19500000,195790794,Fantasy
The Shape of Water,19,2017,19500000,195790794,Romance
The Shape of Water,19,2017,19500000,195790794,Drama
The Shape of Water,19,2017,19500000,195790794,Fantasy
The Shape of Water,19,2017,19500000,195790794,Romance
The Signal,26,2014,4000000,2665322,Thriller
The Signal,26,2014,4000000,2665322,Science Fiction
The Signal,19,2008,50000,406299,Thriller
The Signal,19,2008,50000,406299,Science Fiction
The Sisterhood of Night,94,2015,1000000,6870,Mystery
The Sisterhood of Night,94,2015,1000000,6870,Drama
The Sisterhood of Night,94,2015,1000000,6870,Thriller
The Sisterhood of Night,94,2015,1000000,6870,Mystery
The Sisterhood of Night,94,2015,1000000,6870,Drama
The Sisterhood of Night,94,2015,1000000,6870,Thriller
The Sisters Brothers,82,2018,38000000,13143056,Comedy
The Sisters Brothers,82,2018,38000000,13143056,Drama
The Sisters Brothers,82,2018,38000000,13143056,Western
The Sitter,32,2011,25000000,38749404,Comedy
The Skeleton Twins,36,2014,1000000,5797192,Drama
The Sleepwalker,2,2014,1100000,2636,Drama
The Smurfs,20,2011,110000000,563749323,Animation
The Smurfs,20,2011,110000000,563749323,Family
The Smurfs,20,2011,110000000,563749323,Adventure
The Smurfs,20,2011,110000000,563749323,Comedy
The Smurfs,20,2011,110000000,563749323,Fantasy
The Smurfs 2,33,2013,110000000,348547523,Fantasy
The Smurfs 2,33,2013,110000000,348547523,Family
The Smurfs 2,33,2013,110000000,348547523,Comedy
The Smurfs 2,33,2013,110000000,348547523,Animation
The Snowman,40,2017,35000000,43226146,Drama
The Snowman,40,2017,35000000,43226146,Crime
The Snowman,40,2017,35000000,43226146,Thriller
The Snowman,40,2017,35000000,43226146,Horror
The Social Network,91,2010,40000000,224922135,Drama
The Son of No One,51,2011,15000000,1148578,Drama
The Son of No One,51,2011,15000000,1148578,Thriller
The Son of No One,51,2011,15000000,1148578,Crime
The Sorcerer's Apprentice,44,2010,160000000,217986320,Fantasy
The Sorcerer's Apprentice,44,2010,160000000,217986320,Adventure
The Sorcerer's Apprentice,44,2010,160000000,217986320,Action
The Sorcerer's Apprentice,44,2010,160000000,217986320,Comedy
The Sorcerer's Apprentice,44,2010,160000000,217986320,Drama
The Space Between Us,84,2017,30000000,16481405,Romance
The Space Between Us,84,2017,30000000,16481405,Adventure
The Space Between Us,84,2017,30000000,16481405,Science Fiction
The Space Between Us,84,2017,30000000,16481405,Drama
The Specialist,80,1994,45000000,57362581,Drama
The Specialist,80,1994,45000000,57362581,Action
The Spectacular Now,22,2013,2500000,6916951,Comedy
The Spectacular Now,22,2013,2500000,6916951,Drama
The Spectacular Now,22,2013,2500000,6916951,Romance
The SpongeBob Movie: Sponge Out of Water,74,2015,74000000,311013181,Adventure
The SpongeBob Movie: Sponge Out of Water,74,2015,74000000,311013181,Comedy
The SpongeBob Movie: Sponge Out of Water,74,2015,74000000,311013181,Family
The SpongeBob Movie: Sponge Out of Water,74,2015,74000000,311013181,Fantasy
The SpongeBob Movie: Sponge Out of Water,74,2015,74000000,311013181,Animation
The Spy Next Door,68,2010,28000000,46752858,Action
The Spy Next Door,68,2010,28000000,46752858,Comedy
The Spy Next Door,68,2010,28000000,46752858,Family
The Square,10,2010,1900000,740932,Documentary
The Square,10,2010,1900000,740932,Drama
The Square,10,2010,1900000,740932,History
The Square,10,2010,1900000,740932,Drama
The Square,100,2013,1500000,176262,Documentary
The Square,100,2013,1500000,176262,Drama
The Square,100,2013,1500000,176262,History
The Square,100,2013,1500000,176262,Drama
The Star,39,2017,20000000,62758010,Comedy
The Star,39,2017,20000000,62758010,Adventure
The Star,39,2017,20000000,62758010,Family
The Star,39,2017,20000000,62758010,Fantasy
The Star,39,2017,20000000,62758010,Animation
The Strangers: Prey at Night,79,2018,5000000,29960051,Horror
The Strangers: Prey at Night,79,2018,5000000,29960051,Thriller
The Sweeney,53,2013,4500000,8000366,Action
The Sweeney,53,2013,4500000,8000366,Crime
The Switch,39,2010,19000000,49858465,Comedy
The Switch,39,2010,19000000,49858465,Romance
The Switch,39,2010,19000000,49858465,Drama
The Tale of Despereaux,93,2008,60000000,90482317,Adventure
The Tale of Despereaux,93,2008,60000000,90482317,Animation
The Tale of Despereaux,93,2008,60000000,90482317,Family
The Tale of Despereaux,93,2008,60000000,90482317,Adventure
The Tale of Despereaux,93,2008,60000000,90482317,Animation
The Tale of Despereaux,93,2008,60000000,90482317,Family
The Tempest,1,2010,20000000,277943,Drama
The Tempest,1,2010,20000000,277943,Fantasy
The Theory of Everything,35,2014,15000000,123327692,Drama
The Theory of Everything,35,2014,15000000,123327692,Romance
The Thing,77,2011,38000000,27573078,Horror
The Thing,77,2011,38000000,27573078,Science Fiction
The Thing,77,2011,38000000,27573078,Mystery
The Thing,77,2011,38000000,27573078,Thriller
The Three Musketeers,77,2011,90000000,139877913,Adventure
The Three Musketeers,77,2011,90000000,139877913,Action
The Three Musketeers,77,2011,90000000,139877913,Thriller
The Three Stooges,4,2012,30000000,54052249,Comedy
The To Do List,77,2013,1500000,4128828,Comedy
The To Do List,77,2013,1500000,4128828,Romance
The Tourist,85,2010,100000000,278731369,Action
The Tourist,85,2010,100000000,278731369,Thriller
The Tourist,85,2010,100000000,278731369,Romance
The Town,92,2010,37000000,152566881,Crime
The Town,92,2010,37000000,152566881,Drama
The Town,92,2010,37000000,152566881,Thriller
The Transporter Refueled,34,2015,22000000,69698495,Thriller
The Transporter Refueled,34,2015,22000000,69698495,Action
The Transporter Refueled,34,2015,22000000,69698495,Crime
The Transporter Refueled,34,2015,22000000,69698495,Mystery
The Tree of Life,24,2011,35000000,61721826,Drama
The Tree of Life,24,2011,35000000,61721826,Fantasy
The Twilight Saga: Eclipse,53,2010,68000000,706102828,Adventure
The Twilight Saga: Eclipse,53,2010,68000000,706102828,Fantasy
The Twilight Saga: Eclipse,53,2010,68000000,706102828,Drama
The Twilight Saga: Eclipse,53,2010,68000000,706102828,Romance
The Upside,85,2019,37500000,119024536,Comedy
The Upside,85,2019,37500000,119024536,Drama
The Vatican Exorcisms,8,2013,1100000,0,Horror
The Vatican Exorcisms,8,2013,1100000,0,Documentary
The Vatican Exorcisms,8,2013,1100000,0,Mystery
The Vatican Tapes,3,2015,13000000,14929184,Thriller
The Vatican Tapes,3,2015,13000000,14929184,Horror
The Veil,64,2015,4000000,0,Horror
The Veil,64,2015,4000000,0,Action
The Veil,64,2015,4000000,0,Adventure
The Veil,64,2015,4000000,0,Science Fiction
The Virginity Hit,44,2010,2000000,636706,Comedy
The Visit,56,2015,5000000,98677816,Horror
The Visit,56,2015,5000000,98677816,Thriller
The Visit,56,2015,5000000,98677816,Mystery
The Visit,56,2015,5000000,98677816,Documentary
The Vow,42,2012,30000000,197618160,Drama
The Vow,42,2012,30000000,197618160,Romance
The Walk,33,2015,35000000,61492104,Adventure
The Walk,33,2015,35000000,61492104,Drama
The Walk,33,2015,35000000,61492104,Thriller
The Wall,29,2017,3000000,4495262,Thriller
The Wall,29,2017,3000000,4495262,War
The Wall,29,2017,3000000,4495262,Drama
The Warrior's Way,65,2010,42000000,8514325,Adventure
The Warrior's Way,65,2010,42000000,8514325,Fantasy
The Warrior's Way,65,2010,42000000,8514325,Action
The Warrior's Way,65,2010,42000000,8514325,Western
The Warrior's Way,65,2010,42000000,8514325,Thriller
The Watch,27,2012,55000000,67130045,Action
The Watch,27,2012,55000000,67130045,Comedy
The Watch,27,2012,55000000,67130045,Science Fiction
The Watcher,77,2000,33000000,47267829,Horror
The Watcher,77,2000,33000000,47267829,Thriller
The Water Diviner,4,2015,22500000,31054727,War
The Water Diviner,4,2015,22500000,31054727,Drama
The Way Way Back,83,2013,5000000,26853810,Comedy
The Way Way Back,83,2013,5000000,26853810,Drama
The Wedding Ringer,73,2015,23000000,80171596,Comedy
The Wicked Within,88,2013,1200000,0,Horror
The Witch,94,2016,3500000,40454520,Mystery
The Witch,94,2016,3500000,40454520,Horror
The Witch,94,2016,3500000,40454520,Mystery
The Witch,94,2016,3500000,40454520,Horror
The Wolf of Wall Street,76,2013,100000000,389870414,Crime
The Wolf of Wall Street,76,2013,100000000,389870414,Drama
The Wolf of Wall Street,76,2013,100000000,389870414,Comedy
The Wolfman,91,2010,150000000,142634358,Horror
The Wolverine,8,2013,115000000,416456852,Action
The Wolverine,8,2013,115000000,416456852,Science Fiction
The Wolverine,8,2013,115000000,416456852,Adventure
The Wolverine,8,2013,115000000,416456852,Fantasy
The Woman in Black,18,2012,15000000,128955898,Drama
The Woman in Black,18,2012,15000000,128955898,Horror
The Woman in Black,18,2012,15000000,128955898,Thriller
The Words,46,2012,6000000,16369708,Drama
The Words,46,2012,6000000,16369708,Thriller
The World's End,76,2013,20000000,47508505,Comedy
The World's End,76,2013,20000000,47508505,Action
The World's End,76,2013,20000000,47508505,Science Fiction
The Wrong Man,69,1956,1200000,2000000,TV Movie
The Wrong Man,69,1956,1200000,2000000,Mystery
The Wrong Man,69,1956,1200000,2000000,Thriller
The Young Messiah,17,2016,16800000,7313697,Drama
The Young and Prodigious T.S. Spivet,82,2015,33000000,357687,Adventure
The Young and Prodigious T.S. Spivet,82,2015,33000000,357687,Drama
The Young and Prodigious T.S. Spivet,82,2015,33000000,357687,Family
There Be Dragons,21,2011,36000000,4020990,Drama
There Be Dragons,21,2011,36000000,4020990,War
They Came Together,58,2014,3000000,82780,Comedy
They Will Have to Kill Us First,16,2016,600000,7943,Music
They Will Have to Kill Us First,16,2016,600000,7943,Documentary
Think Like a Man,45,2012,12000000,113373764,Comedy
Think Like a Man,45,2012,12000000,113373764,Romance
Think Like a Man Too,36,2014,24000000,70027933,Comedy
Think Like a Man Too,36,2014,24000000,70027933,Romance
This Is Martin Bonner,29,2013,42000,0,Drama
This Means War,98,2012,65000000,156974557,Action
This Means War,98,2012,65000000,156974557,Comedy
This Means War,98,2012,65000000,156974557,Romance
Thor,70,2011,150000000,449326618,Adventure
Thor,70,2011,150000000,449326618,Fantasy
Thor,70,2011,150000000,449326618,Action
Thor: Ragnarok,82,2017,180000000,846980024,Action
Thor: Ragnarok,82,2017,180000000,846980024,Adventure
Thor: Ragnarok,82,2017,180000000,846980024,Comedy
Thor: Ragnarok,82,2017,180000000,846980024,Fantasy
Thor: Ragnarok,82,2017,180000000,846980024,Action
Thor: Ragnarok,82,2017,180000000,846980024,Adventure
Thor: Ragnarok,82,2017,180000000,846980024,Comedy
Thor: Ragnarok,82,2017,180000000,846980024,Fantasy
Thor: The Dark World,66,2013,150000000,644602516,Action
Thor: The Dark World,66,2013,150000000,644602516,Adventure
Thor: The Dark World,66,2013,150000000,644602516,Fantasy
Thoroughbreds,47,2018,5000000,3187302,Drama
Thoroughbreds,47,2018,5000000,3187302,Thriller
Thoroughbreds,47,2018,5000000,3187302,Drama
Thoroughbreds,47,2018,5000000,3187302,Thriller
"Three Billboards Outside Ebbing, Missouri",59,2017,12000000,160191915,Crime
"Three Billboards Outside Ebbing, Missouri",59,2017,12000000,160191915,Drama
"Three Billboards Outside Ebbing, Missouri",59,2017,12000000,160191915,Crime
"Three Billboards Outside Ebbing, Missouri",59,2017,12000000,160191915,Drama
Tiger Orange,99,2015,100000,0,Drama
Tim and Eric's Billion Dollar Movie,44,2012,3000000,223652,Comedy
Time to Choose,22,2016,3500000,29233,Documentary
Tinker Tailor Soldier Spy,72,2011,21000000,81452811,Drama
Tinker Tailor Soldier Spy,72,2011,21000000,81452811,Thriller
Tinker Tailor Soldier Spy,72,2011,21000000,81452811,Mystery
Tiny Furniture,18,2010,50000,424149,Romance
Tiny Furniture,18,2010,50000,424149,Comedy
Tiny Furniture,18,2010,50000,424149,Drama
To Rome with Love,58,2012,21500000,74326015,Romance
To Rome with Love,58,2012,21500000,74326015,Comedy
