index,id,release_date,production_budget,worldwide_gross,genre_ids
Ender's Game,36,2013,110000000,127983283,Action
Ender's Game,36,2013,110000000,127983283,Adventure
Endless Love,82,2014,20000000,34718173,Drama
Endless Love,82,2014,20000000,34718173,Romance
Enough,68,2002,38000000,50970660,Comedy
Enough,68,2002,38000000,50970660,Animation
Enough Said,88,2013,8000000,25621449,Comedy
Enough Said,88,2013,8000000,25621449,Drama
Enough Said,88,2013,8000000,25621449,Romance
Enter Nowhere,73,2012,500000,0,Mystery
Enter Nowhere,73,2012,500000,0,Science Fiction
Enter Nowhere,73,2012,500000,0,Thriller
Enter Nowhere,73,2012,500000,0,Mystery
Enter Nowhere,73,2012,500000,0,Science Fiction
Enter Nowhere,73,2012,500000,0,Thriller
Enter the Dangerous Mind,67,2015,3000000,0,Thriller
Enter the Void,77,2010,16000000,1467278,Fantasy
Enter the Void,77,2010,16000000,1467278,Drama
Entourage,30,2015,30000000,46438538,Comedy
Epic,77,2013,100000000,262794441,Animation
Epic,77,2013,100000000,262794441,Adventure
Epic,77,2013,100000000,262794441,Family
Epic,77,2013,100000000,262794441,Fantasy
Escape Plan,37,2013,70000000,103735965,Action
Escape Plan,37,2013,70000000,103735965,Thriller
Escape from Tomorrow,100,2013,650000,171962,Horror
Escape from Tomorrow,100,2013,650000,171962,Fantasy
Escobar: Paradise Lost,12,2015,17000000,3917679,Thriller
Escobar: Paradise Lost,12,2015,17000000,3917679,Romance
Everest,3,2015,65000000,221297061,Adventure
Everest,3,2015,65000000,221297061,Drama
Everest,3,2015,65000000,221297061,Adventure
Everest,3,2015,65000000,221297061,Drama
Everything Must Go,50,2011,5000000,2821010,Comedy
Everything Must Go,50,2011,5000000,2821010,Drama
Everything Must Go,50,2011,5000000,2821010,Romance
"Everything, Everything",70,2017,10000000,61603136,Drama
"Everything, Everything",70,2017,10000000,61603136,Romance
Evil Dead,77,2013,17000000,97778356,Horror
Ex Machina,72,2015,13000000,38358392,Drama
Ex Machina,72,2015,13000000,38358392,Science Fiction
Executive Decision,15,1996,55000000,122079192,Action
Executive Decision,15,1996,55000000,122079192,Adventure
Executive Decision,15,1996,55000000,122079192,Drama
Executive Decision,15,1996,55000000,122079192,Thriller
Exeter,49,2015,25000,489792,Thriller
Exeter,49,2015,25000,489792,Horror
Exodus: Gods and Kings,16,2014,140000000,268314513,Adventure
Exodus: Gods and Kings,16,2014,140000000,268314513,Drama
Exodus: Gods and Kings,16,2014,140000000,268314513,Action
Extraordinary Measures,33,2010,31000000,15826984,Drama
Eye in the Sky,75,2016,13000000,35402802,Drama
Eye in the Sky,75,2016,13000000,35402802,Thriller
Eye in the Sky,75,2016,13000000,35402802,War
Fahrenheit 11/9,29,2018,5000000,6653715,Documentary
Fair Game,90,1995,50000000,26097497,Drama
Fair Game,90,1995,50000000,26097497,Thriller
Faith Connections,27,2014,550000,9111,Documentary
Faith Connections,27,2014,550000,9111,Drama
Falcon Rising,54,2014,4500000,11774,Adventure
Falcon Rising,54,2014,4500000,11774,Action
Fantastic Beasts and Where to Find Them,85,2016,180000000,802402853,Adventure
Fantastic Beasts and Where to Find Them,85,2016,180000000,802402853,Family
Fantastic Beasts and Where to Find Them,85,2016,180000000,802402853,Fantasy
Fantastic Beasts and Where to Find Them,85,2016,180000000,802402853,Adventure
Fantastic Beasts and Where to Find Them,85,2016,180000000,802402853,Family
Fantastic Beasts and Where to Find Them,85,2016,180000000,802402853,Fantasy
Fantastic Beasts: The Crimes of Grindelwald,60,2018,200000000,652220086,Adventure
Fantastic Four,98,2015,120000000,167849187,Action
Fantastic Four,98,2015,120000000,167849187,Adventure
Fantastic Four,98,2015,120000000,167849187,Science Fiction
Fantastic Four,85,2005,87500000,333132750,Action
Fantastic Four,85,2005,87500000,333132750,Adventure
Fantastic Four,85,2005,87500000,333132750,Science Fiction
Fast Five,67,2011,125000000,630163454,Action
Fast Five,67,2011,125000000,630163454,Thriller
Fast Five,67,2011,125000000,630163454,Crime
Fast Times at Ridgemont High,27,1982,4500000,27092880,Comedy
Fast Times at Ridgemont High,27,1982,4500000,27092880,Drama
Faster,53,2010,24000000,35792945,Crime
Faster,53,2010,24000000,35792945,Drama
Faster,53,2010,24000000,35792945,Action
Faster,53,2010,24000000,35792945,Thriller
"Fat, Sick & Nearly Dead",10,2011,2600000,0,Documentary
Father Figures,56,2017,25000000,21038441,Comedy
Father Figures,56,2017,25000000,21038441,Comedy
Father's Day,24,1997,85000000,35681080,Action
Father's Day,24,1997,85000000,35681080,Comedy
Father's Day,24,1997,85000000,35681080,Horror
Fear Clinic,19,2015,1000000,0,Horror
Feast,60,2006,3200000,690872,Animation
Feast,60,2006,3200000,690872,Comedy
Feast,60,2006,3200000,690872,Drama
Feast,60,2006,3200000,690872,Family
Fences,37,2016,24000000,64282881,Drama
Fences,37,2016,24000000,64282881,Drama
Ferdinand,14,2017,111000000,289847930,Animation
Ferdinand,14,2017,111000000,289847930,Family
Ferdinand,14,2017,111000000,289847930,Adventure
Ferdinand,14,2017,111000000,289847930,Comedy
Ferdinand,14,2017,111000000,289847930,Animation
Ferdinand,14,2017,111000000,289847930,Family
Ferdinand,14,2017,111000000,289847930,Adventure
Ferdinand,14,2017,111000000,289847930,Comedy
Fifty Shades Darker,91,2017,55000000,381398492,Drama
Fifty Shades Darker,91,2017,55000000,381398492,Romance
Fifty Shades Freed,97,2018,55000000,371350619,Drama
Fifty Shades Freed,97,2018,55000000,371350619,Romance
Fifty Shades of Black,15,2016,5000000,22113075,Romance
Fifty Shades of Black,15,2016,5000000,22113075,Comedy
Fifty Shades of Grey,78,2015,40000000,570998101,Drama
Fifty Shades of Grey,78,2015,40000000,570998101,Romance
Fifty Shades of Grey,78,2015,40000000,570998101,Thriller
Fight Valley,15,2016,20000000,0,Action
Fight Valley,15,2016,20000000,0,Drama
Fight to the Finish,83,2015,500000,0,Romance
Fight to the Finish,83,2015,500000,0,Action
Filly Brown,52,2013,1250000,2940411,Drama
Final Destination 5,49,2011,40000000,155011165,Horror
Final Destination 5,49,2011,40000000,155011165,Mystery
Finding Dory,46,2016,200000000,1021215193,Adventure
Finding Dory,46,2016,200000000,1021215193,Animation
Finding Dory,46,2016,200000000,1021215193,Comedy
Finding Dory,46,2016,200000000,1021215193,Family
Fireflies in the Garden,34,2011,8000000,3587191,Drama
First Man,6,2018,60000000,105203825,History
First Man,6,2018,60000000,105203825,Drama
First Reformed,11,2018,3500000,3874772,Drama
Fist Fight,29,2017,25000000,40286416,Comedy
Flatliners,28,1990,26000000,61308153,Drama
Flatliners,28,1990,26000000,61308153,Science Fiction
Flatliners,11,2017,20000000,45173738,Drama
Flatliners,11,2017,20000000,45173738,Science Fiction
Flight,23,2012,31000000,160558438,Drama
Flipped,22,2010,14000000,4289993,Romance
Flipped,22,2010,14000000,4289993,Drama
Flipped,22,2010,14000000,4289993,Drama
Flipped,22,2010,14000000,4289993,Thriller
Florence Foster Jenkins,22,2016,29000000,56000339,Comedy
Florence Foster Jenkins,22,2016,29000000,56000339,Drama
Focus,99,2015,65000000,168065700,Romance
Focus,99,2015,65000000,168065700,Comedy
Focus,99,2015,65000000,168065700,Crime
Focus,99,2015,65000000,168065700,Drama
Foodfight!,26,2012,45000000,73706,Animation
Foodfight!,26,2012,45000000,73706,Action
Foodfight!,26,2012,45000000,73706,Comedy
Foodfight!,26,2012,45000000,73706,Family
Footloose,39,2011,24000000,62989834,Drama
Footloose,39,2011,24000000,62989834,Music
Footloose,39,2011,24000000,62989834,Romance
Footloose,61,1984,8200000,80000000,Drama
Footloose,61,1984,8200000,80000000,Music
Footloose,61,1984,8200000,80000000,Romance
For Colored Girls,67,2010,21000000,38017873,Drama
For Greater Glory: The True Story of Cristiada,14,2012,12000000,10026255,History
For Greater Glory: The True Story of Cristiada,14,2012,12000000,10026255,Drama
Forever My Girl,98,2018,3500000,16376066,Romance
Forever My Girl,98,2018,3500000,16376066,Drama
Forever My Girl,98,2018,3500000,16376066,Music
Forsaken,54,2016,18000000,0,Drama
Forsaken,54,2016,18000000,0,Western
Forsaken,54,2016,18000000,0,Horror
Forsaken,54,2016,18000000,0,Thriller
Fort McCoy,49,2014,3000000,78948,War
Fort McCoy,49,2014,3000000,78948,Drama
Fort McCoy,49,2014,3000000,78948,History
Fortress,13,1993,12000000,46730578,Action
Fortress,13,1993,12000000,46730578,War
Four Lions,79,2010,3750000,2436111,Comedy
Four Lions,79,2010,3750000,2436111,Crime
Four Lions,79,2010,3750000,2436111,Drama
Frances Ha,14,2013,3000000,11262769,Comedy
Frances Ha,14,2013,3000000,11262769,Drama
Frances Ha,14,2013,3000000,11262769,Comedy
Frances Ha,14,2013,3000000,11262769,Drama
Frankenstein,3,1994,45000000,112006296,Horror
Frankenstein,3,1994,45000000,112006296,Thriller
Frankenweenie,48,2012,39000000,81150788,Animation
Frankenweenie,48,2012,39000000,81150788,Comedy
Frankenweenie,48,2012,39000000,81150788,Family
Freakonomics,80,2010,2900000,172867,Documentary
Freaks of Nature,83,2015,33000000,70958,Science Fiction
Freaks of Nature,83,2015,33000000,70958,Comedy
Freaks of Nature,83,2015,33000000,70958,Horror
Freaks of Nature,83,2015,33000000,70958,Science Fiction
Freaks of Nature,83,2015,33000000,70958,Comedy
Freaks of Nature,83,2015,33000000,70958,Horror
Freaky Deaky,94,2011,6000000,0,Comedy
Freaky Friday,21,2003,26000000,160822438,Music
Freaky Friday,21,2003,26000000,160822438,Family
Freaky Friday,21,2003,26000000,160822438,Fantasy
Freaky Friday,21,2003,26000000,160822438,TV Movie
Freaky Friday,21,2003,26000000,160822438,Comedy
Free Birds,16,2013,55000000,110387072,Animation
Free Birds,16,2013,55000000,110387072,Comedy
Free Birds,16,2013,55000000,110387072,Family
Free Fire,83,2017,10000000,3793739,Action
Free Fire,83,2017,10000000,3793739,Crime
Free Fire,83,2017,10000000,3793739,Mystery
Free State of Jones,81,2016,50000000,23237252,Action
Free State of Jones,81,2016,50000000,23237252,Drama
Free State of Jones,81,2016,50000000,23237252,History
Free State of Jones,81,2016,50000000,23237252,War
Freeheld,51,2015,7000000,1732228,Romance
Freeheld,51,2015,7000000,1732228,Drama
Frenzy,2,1972,3500000,12600000,Horror
Frenzy,2,1972,3500000,12600000,Thriller
Frenzy,2,1972,3500000,12600000,TV Movie
Frequency,31,2000,31000000,68079671,Crime
Frequency,31,2000,31000000,68079671,Drama
Frequency,31,2000,31000000,68079671,Science Fiction
Frequency,31,2000,31000000,68079671,Thriller
Friend Request,48,2017,9900000,11310835,Thriller
Friends with Benefits,55,2011,35000000,146595891,Romance
Friends with Benefits,55,2011,35000000,146595891,Comedy
Fright Night,58,2011,30000000,40520649,Horror
Fright Night,58,2011,30000000,40520649,Comedy
From Dusk Till Dawn,77,1996,20000000,25732986,Horror
From Dusk Till Dawn,77,1996,20000000,25732986,Action
From Dusk Till Dawn,77,1996,20000000,25732986,Thriller
From Dusk Till Dawn,77,1996,20000000,25732986,Crime
Frontera,63,2014,2300000,59696,Western
Frontera,63,2014,2300000,59696,Drama
Frozen,56,2013,150000000,1272469910,Thriller
Frozen,56,2013,150000000,1272469910,Animation
Frozen,56,2013,150000000,1272469910,Adventure
Frozen,56,2013,150000000,1272469910,Family
Fruitvale Station,38,2013,900000,17549645,Drama
Fun Size,10,2012,14000000,11166615,Comedy
Furious 7,67,2015,190000000,1518722794,Action
Furious 7,67,2015,190000000,1518722794,Crime
Furious 7,67,2015,190000000,1518722794,Thriller
Furry Vengeance,17,2010,35000000,39340177,Comedy
Furry Vengeance,17,2010,35000000,39340177,Family
Fury,68,2014,80000000,210315681,War
Fury,68,2014,80000000,210315681,Drama
Fury,68,2014,80000000,210315681,Action
G.I. Joe: Retaliation,13,2013,140000000,375740705,Adventure
G.I. Joe: Retaliation,13,2013,140000000,375740705,Action
G.I. Joe: Retaliation,13,2013,140000000,375740705,Science Fiction
G.I. Joe: Retaliation,13,2013,140000000,375740705,Thriller
Game Night,94,2018,37000000,117378084,Mystery
Game Night,94,2018,37000000,117378084,Comedy
Game Night,94,2018,37000000,117378084,Crime
Gangster Squad,4,2013,60000000,104100903,Crime
Gangster Squad,4,2013,60000000,104100903,Drama
Gangster Squad,4,2013,60000000,104100903,Action
Gangster Squad,4,2013,60000000,104100903,Thriller
Genius,10,2016,17000000,7265283,Drama
Genius,10,2016,17000000,7265283,History
Geostorm,99,2017,100000000,220796009,Action
Geostorm,99,2017,100000000,220796009,Science Fiction
Geostorm,99,2017,100000000,220796009,Thriller
Geostorm,99,2017,100000000,220796009,Action
Geostorm,99,2017,100000000,220796009,Science Fiction
Geostorm,99,2017,100000000,220796009,Thriller
Get Hard,97,2015,40000000,106511453,Comedy
Get Him to the Greek,22,2010,40000000,91455875,Comedy
Get Low,23,2010,7000000,10828305,Comedy
Get Low,23,2010,7000000,10828305,Drama
Get Low,23,2010,7000000,10828305,Mystery
Get Out,49,2017,5000000,255367951,Comedy
Get Out,49,2017,5000000,255367951,Animation
Get Out,49,2017,5000000,255367951,Mystery
Get Out,49,2017,5000000,255367951,Thriller
Get Out,49,2017,5000000,255367951,Horror
Get on Up,35,2014,30000000,33339868,Drama
Get on Up,35,2014,30000000,33339868,Music
Getaway,20,2013,18000000,11813989,Action
Getaway,20,2013,18000000,11813989,Crime
Gettysburg,86,1993,25000000,10731997,Documentary
Ghost Rider: Spirit of Vengeance,73,2012,57000000,149217355,Action
Ghost Rider: Spirit of Vengeance,73,2012,57000000,149217355,Fantasy
Ghost Rider: Spirit of Vengeance,73,2012,57000000,149217355,Thriller
Ghost in the Shell,40,2017,110000000,167910690,Action
Ghost in the Shell,40,2017,110000000,167910690,Science Fiction
Ghost in the Shell,40,2017,110000000,167910690,Thriller
Ghost in the Shell,40,2017,110000000,167910690,Drama
Ghostbusters,4,2016,144000000,229008658,Action
Ghostbusters,4,2016,144000000,229008658,Fantasy
Ghostbusters,4,2016,144000000,229008658,Comedy
Ghostbusters,36,1984,30000000,295212467,Action
Ghostbusters,36,1984,30000000,295212467,Fantasy
Ghostbusters,36,1984,30000000,295212467,Comedy
Gifted,4,2017,7000000,36964656,Drama
Gifted,4,2017,7000000,36964656,Family
Gifted,4,2017,7000000,36964656,Comedy
Girls Gone Dead,74,2012,500000,0,Horror
Girls Gone Dead,74,2012,500000,0,Comedy
Girls Trip,36,2017,28000000,140886353,Comedy
Give Me Shelter,1,2015,250000,0,Documentary
Gloria,91,1999,30000000,4967493,Comedy
Gloria,91,1999,30000000,4967493,Drama
Gods of Egypt,18,2016,140000000,138836756,Action
Gods of Egypt,18,2016,140000000,138836756,Adventure
Gods of Egypt,18,2016,140000000,138836756,Fantasy
Gods of Egypt,18,2016,140000000,138836756,Science Fiction
Godzilla,41,2014,160000000,529076069,Action
Godzilla,41,2014,160000000,529076069,Drama
Godzilla,41,2014,160000000,529076069,Science Fiction
Godzilla,74,1998,125000000,376000000,Action
Godzilla,74,1998,125000000,376000000,Drama
Godzilla,74,1998,125000000,376000000,Science Fiction
Going in Style,40,2017,24000000,78672579,Crime
Going in Style,40,2017,24000000,78672579,Comedy
Going the Distance,11,2010,32000000,43603990,Comedy
Going the Distance,11,2010,32000000,43603990,Drama
Going the Distance,11,2010,32000000,43603990,Romance
Gone Girl,36,2014,61000000,368567189,Mystery
Gone Girl,36,2014,61000000,368567189,Thriller
Gone Girl,36,2014,61000000,368567189,Drama
Good Intentions,43,2009,10000000,0,Comedy
Good Will Hunting,37,1997,10000000,225925989,Drama
Goosebumps,58,2015,58000000,158905324,Adventure
Goosebumps,58,2015,58000000,158905324,Horror
Goosebumps,58,2015,58000000,158905324,Comedy
Goosebumps,58,2015,58000000,158905324,Adventure
Goosebumps,58,2015,58000000,158905324,Horror
Goosebumps,58,2015,58000000,158905324,Comedy
Goosebumps 2: Haunted Halloween,63,2018,35000000,93291478,Adventure
Goosebumps 2: Haunted Halloween,63,2018,35000000,93291478,Comedy
Goosebumps 2: Haunted Halloween,63,2018,35000000,93291478,Fantasy
Goosebumps 2: Haunted Halloween,63,2018,35000000,93291478,Family
Goosebumps 2: Haunted Halloween,63,2018,35000000,93291478,Horror
Gotti,64,2018,10000000,6089100,Crime
Gotti,64,2018,10000000,6089100,Drama
Gotti,64,2018,10000000,6089100,History
Gotti,64,2018,10000000,6089100,Thriller
Grabbers,38,2013,5300000,440821,Science Fiction
Grabbers,38,2013,5300000,440821,Comedy
Grabbers,38,2013,5300000,440821,Thriller
Grabbers,38,2013,5300000,440821,Horror
Grabbers,38,2013,5300000,440821,Mystery
Grace,80,2009,5000000,8297,Thriller
Grace,80,2009,5000000,8297,Horror
Grace,80,2009,5000000,8297,Drama
Grace,80,2009,5000000,8297,Comedy
Grace Unplugged,43,2013,1700000,2507159,Drama
Grace Unplugged,43,2013,1700000,2507159,Music
Grace of Monaco,8,2015,30000000,25199891,Romance
Grace of Monaco,8,2015,30000000,25199891,Drama
Grave Encounters,76,2011,2000000,2151887,Thriller
Grave Encounters,76,2011,2000000,2151887,Horror
Gravity,16,2013,110000000,693698673,Science Fiction
Gravity,16,2013,110000000,693698673,Thriller
Gravity,16,2013,110000000,693698673,Drama
Greater,4,2016,9000000,2000093,Family
Greater,4,2016,9000000,2000093,Drama
Green Book,71,2018,23000000,322034439,Drama
Green Book,71,2018,23000000,322034439,Comedy
Green Lantern,62,2011,200000000,219535492,Adventure
Green Lantern,62,2011,200000000,219535492,Action
Green Lantern,62,2011,200000000,219535492,Thriller
Green Lantern,62,2011,200000000,219535492,Science Fiction
Green Room,46,2016,5000000,3807503,Horror
Green Room,46,2016,5000000,3807503,Crime
Green Room,46,2016,5000000,3807503,Thriller
Green Room,46,2016,5000000,3807503,Horror
Green Room,46,2016,5000000,3807503,Crime
Green Room,46,2016,5000000,3807503,Thriller
Green Street Hooligans: Underground,44,2015,8000000,0,Action
Green Street Hooligans: Underground,44,2015,8000000,0,Drama
Green Zone,98,2010,100000000,97523020,War
Green Zone,98,2010,100000000,97523020,Action
Green Zone,98,2010,100000000,97523020,Adventure
Green Zone,98,2010,100000000,97523020,Drama
Green Zone,98,2010,100000000,97523020,Thriller
Griff the Invisible,81,2011,2900000,25935,Romance
Griff the Invisible,81,2011,2900000,25935,Comedy
Griff the Invisible,81,2011,2900000,25935,Drama
Grown Ups,34,2010,75000000,272223430,Comedy
Grown Ups 2,48,2013,80000000,247023808,Comedy
Grudge Match,77,2013,40000000,69807260,Comedy
Guardians of the Galaxy,14,2014,170000000,770867516,Action
Guardians of the Galaxy,14,2014,170000000,770867516,Science Fiction
Guardians of the Galaxy,14,2014,170000000,770867516,Adventure
Gulliver's Travels,13,2010,112000000,232017848,Comedy
Gulliver's Travels,13,2010,112000000,232017848,Adventure
Gulliver's Travels,13,2010,112000000,232017848,Family
Gulliver's Travels,13,2010,112000000,232017848,Fantasy
Gun Shy,86,2000,10000000,1638202,Comedy
Gun Shy,86,2000,10000000,1638202,Action
Gun Shy,86,2000,10000000,1638202,Adventure
H.,42,2014,200000,0,Thriller
H.,42,2014,200000,0,Drama
H.,42,2014,200000,0,Science Fiction
Hacksaw Ridge,17,2016,40000000,168904682,Drama
Hacksaw Ridge,17,2016,40000000,168904682,History
Hacksaw Ridge,17,2016,40000000,168904682,War
Hacksaw Ridge,17,2016,40000000,168904682,Drama
Hacksaw Ridge,17,2016,40000000,168904682,History
Hacksaw Ridge,17,2016,40000000,168904682,War
"Hail, Caesar!",22,2016,22000000,64160680,Comedy
"Hail, Caesar!",22,2016,22000000,64160680,Drama
"Hail, Caesar!",22,2016,22000000,64160680,Mystery
Hall Pass,57,2011,68000000,87173475,Comedy
Hall Pass,57,2011,68000000,87173475,Romance
Halloween,15,2007,15000000,77514401,Thriller
Halloween,15,2007,15000000,77514401,Horror
Halloween,36,2018,10000000,254900667,Thriller
Halloween,36,2018,10000000,254900667,Horror
Halloween,37,1978,325000,70000000,Thriller
Halloween,37,1978,325000,70000000,Horror
Hands of Stone,74,2016,20000000,5031975,Drama
Hanna,14,2011,30000000,65343694,Action
Hanna,14,2011,30000000,65343694,Thriller
Hanna,14,2011,30000000,65343694,Adventure
Hansel & Gretel: Witch Hunters,27,2013,50000000,214949716,Fantasy
Hansel & Gretel: Witch Hunters,27,2013,50000000,214949716,Horror
Hansel & Gretel: Witch Hunters,27,2013,50000000,214949716,Action
Happiness,26,1998,3000000,5746453,Documentary
Happy 40th,36,2014,35000,0,Drama
Happy Christmas,4,2014,70000,30312,Comedy
Happy Christmas,4,2014,70000,30312,Drama
Happy Death Day,58,2017,5000000,125010260,Horror
Happy Death Day,58,2017,5000000,125010260,Mystery
Happy Death Day,58,2017,5000000,125010260,Thriller
Happy Feet Two,33,2011,135000000,157956466,Animation
Happy Feet Two,33,2011,135000000,157956466,Comedy
Happy Feet Two,33,2011,135000000,157956466,Family
Happy Valley,83,2008,250000,67665,Documentary
Hardcore Henry,100,2016,2000000,17187434,Action
Hardcore Henry,100,2016,2000000,17187434,Adventure
Hardcore Henry,100,2016,2000000,17187434,Science Fiction
Hardflip,81,2012,1000000,96734,Drama
Hardflip,81,2012,1000000,96734,Action
Harry Brown,81,2010,7300000,12023606,Thriller
Harry Brown,81,2010,7300000,12023606,Crime
Harry Brown,81,2010,7300000,12023606,Drama
Harry Brown,81,2010,7300000,12023606,Action
Hayride,13,2012,60000,0,Thriller
Hayride,13,2012,60000,0,Horror
Haywire,83,2012,23000000,36374700,Action
Haywire,83,2012,23000000,36374700,Thriller
Haywire,83,2012,23000000,36374700,Mystery
Hearts Beat Loud,25,2018,2000000,2420962,Drama
Hearts Beat Loud,25,2018,2000000,2420962,Music
Hearts Beat Loud,25,2018,2000000,2420962,Comedy
Heaven is for Real,46,2014,12000000,100916299,Drama
Heist,4,2001,35000000,28906817,Action
Heist,4,2001,35000000,28906817,Crime
Heist,4,2001,35000000,28906817,Crime
Heist,4,2001,35000000,28906817,Action
Heist,4,2001,35000000,28906817,Thriller
Heist,25,2015,8900000,3324131,Action
Heist,25,2015,8900000,3324131,Crime
Heist,25,2015,8900000,3324131,Crime
Heist,25,2015,8900000,3324131,Action
Heist,25,2015,8900000,3324131,Thriller
Held Up,4,2000,8000000,4714090,Comedy
Heli,100,2013,1000000,552614,Crime
Heli,100,2013,1000000,552614,Drama
Heli,100,2013,1000000,552614,Romance
Hell Fest,20,2018,5500000,18119231,Horror
Hell or High Water,77,2016,12000000,37584304,Crime
Hell or High Water,77,2016,12000000,37584304,Drama
Hell or High Water,77,2016,12000000,37584304,Thriller
Hell or High Water,77,2016,12000000,37584304,Western
Hellboy II: The Golden Army,32,2008,82500000,160388063,Adventure
Hellboy II: The Golden Army,32,2008,82500000,160388063,Fantasy
Henry & Me,91,2014,5000000,0,Family
Henry & Me,91,2014,5000000,0,Animation
Her,80,2014,23000000,48163815,Romance
Her,80,2014,23000000,48163815,Science Fiction
Her,80,2014,23000000,48163815,Drama
Her,80,2014,23000000,48163815,Romance
Her,80,2014,23000000,48163815,Science Fiction
Her,80,2014,23000000,48163815,Drama
Her Cry: La Llorona Investigation,35,2013,35000,0,Horror
Hercules,84,2014,100000000,243388614,Action
Hercules,84,2014,100000000,243388614,Adventure
Hercules,8,1997,70000000,250700000,Action
Hercules,8,1997,70000000,250700000,Adventure
Here Comes the Boom,52,2012,42000000,73239258,Action
Here Comes the Boom,52,2012,42000000,73239258,Comedy
Hereafter,61,2010,50000000,108660270,Drama
Hereafter,61,2010,50000000,108660270,Fantasy
Hereditary,56,2018,10000000,70133905,Horror
Hereditary,56,2018,10000000,70133905,Mystery
Hereditary,56,2018,10000000,70133905,Thriller
Hero,63,1992,42000000,66787173,Romance
Hero,63,1992,42000000,66787173,Action
Hero,63,1992,42000000,66787173,Drama
Hesher,54,2011,7000000,382946,Drama
Hevi reissu,75,2018,3800000,10153,Comedy
Hevi reissu,75,2018,3800000,10153,Music
Hidden Figures,64,2016,25000000,231771716,Drama
Hidden Figures,64,2016,25000000,231771716,History
Hidden Figures,64,2016,25000000,231771716,Drama
Hidden Figures,64,2016,25000000,231771716,History
Hide and Seek,96,2005,25000000,123696741,Romance
Hide and Seek,96,2005,25000000,123696741,Drama
High Road,28,2012,546173,0,Comedy
High School,15,2012,10000000,248133,Comedy
High School,15,2012,10000000,248133,Comedy
Higher Ground,25,2011,1800000,842693,Drama
Higher Ground,25,2011,1800000,842693,Thriller
Higher Power,67,2018,500000,528,Action
Higher Power,67,2018,500000,528,Science Fiction
Higher Power,67,2018,500000,528,Thriller
Hit & Run,37,2012,22000000,17216955,Action
Hit & Run,37,2012,22000000,17216955,Comedy
Hit & Run,37,2012,22000000,17216955,Romance
Hitman: Agent 47,8,2015,35000000,82182803,Action
Hitman: Agent 47,8,2015,35000000,82182803,Crime
Hitman: Agent 47,8,2015,35000000,82182803,Thriller
Hits,88,2015,1000000,15156,Drama
Hits,88,2015,1000000,15156,Comedy
Hobo with a Shotgun,33,2011,3000000,834953,Crime
Hobo with a Shotgun,33,2011,3000000,834953,Action
Hobo with a Shotgun,33,2011,3000000,834953,Thriller
Hodejegerne,40,2012,5250000,20188740,Thriller
Hodejegerne,40,2012,5250000,20188740,Crime
Holmes & Watson,58,2018,42000000,41926605,Mystery
Holmes & Watson,58,2018,42000000,41926605,Adventure
Holmes & Watson,58,2018,42000000,41926605,Comedy
Holmes & Watson,58,2018,42000000,41926605,Crime
Holy Motors,25,2012,4000000,4230426,Drama
Holy Motors,25,2012,4000000,4230426,Fantasy
Home,44,2015,130000000,385997896,Fantasy
Home,44,2015,130000000,385997896,Comedy
Home,44,2015,130000000,385997896,Animation
Home,44,2015,130000000,385997896,Science Fiction
Home,44,2015,130000000,385997896,Family
Home,44,2015,130000000,385997896,Horror
Home,44,2015,130000000,385997896,Drama
Home,44,2015,130000000,385997896,Family
Home,44,2015,130000000,385997896,Drama
Home,44,2015,130000000,385997896,Science Fiction
Home,56,2009,12000000,0,Fantasy
Home,56,2009,12000000,0,Comedy
Home,56,2009,12000000,0,Animation
Home,56,2009,12000000,0,Science Fiction
Home,56,2009,12000000,0,Family
Home,56,2009,12000000,0,Horror
Home,56,2009,12000000,0,Drama
Home,56,2009,12000000,0,Family
Home,56,2009,12000000,0,Drama
Home,56,2009,12000000,0,Science Fiction
Home,60,2009,500000,44793168,Fantasy
Home,60,2009,500000,44793168,Comedy
Home,60,2009,500000,44793168,Animation
Home,60,2009,500000,44793168,Science Fiction
Home,60,2009,500000,44793168,Family
Home,60,2009,500000,44793168,Horror
Home,60,2009,500000,44793168,Drama
Home,60,2009,500000,44793168,Family
Home,60,2009,500000,44793168,Drama
Home,60,2009,500000,44793168,Science Fiction
Home Again,57,2017,15000000,37336874,Comedy
Home Again,57,2017,15000000,37336874,Drama
Home Again,57,2017,15000000,37336874,Romance
Home Movies,16,1980,400000,89134,Documentary
Home Movies,16,1980,400000,89134,Romance
Home Run,66,2013,1200000,2859955,Drama
Homefront,29,2013,22000000,51695362,Action
Homefront,29,2013,22000000,51695362,Thriller
Hop,27,2011,63000000,188657593,Animation
Hop,27,2011,63000000,188657593,Comedy
Hop,27,2011,63000000,188657593,Family
Hope Springs,75,2012,30000000,133085295,Drama
Hope Springs,75,2012,30000000,133085295,Comedy
Hope Springs,75,2012,30000000,133085295,Romance
Horrible Bosses,34,2011,35000000,212417601,Comedy
Horrible Bosses,34,2011,35000000,212417601,Crime
Horrible Bosses 2,31,2014,40000000,105945357,Comedy
Horse Camp,100,2014,250000,0,Family
Horse Camp,100,2014,250000,0,Drama
Horse Camp,100,2014,250000,0,Family
Horse Camp,100,2014,250000,0,Drama
Hostage,63,2005,75000000,77636443,Drama
Hostage,63,2005,75000000,77636443,Horror
Hot Pursuit,79,2015,35000000,45671512,Action
Hot Pursuit,79,2015,35000000,45671512,Comedy
Hot Pursuit,79,2015,35000000,45671512,Crime
